"","x"
"1199","Sparcl1"
"1200","Spast"
"1201","Spata33"
"1202","Sptlc2"
"1203","Srgap1"
"1204","Srgap2"
"1205","Srl"
"1206","Srrd"
"1207","Srsf2"
"1208","St3gal1"
"1209","St6galnac3"
"1210","St7l"
"1211","Stap2"
"1212","Stard7"
"1213","Stk26"
"1214","Stn1"
"1215","Stra6"
"1216","Stx1a"
"1217","Stx6"
"1218","Stxbp4"
"1219","Suds3"
"1220","Sulf1"
"1221","Suox"
"1222","Susd4"
"1223","Syne1"
"1224","Taf1a"
"1225","Taf7l"
"1226","Taf9b"
"1227","Tbx2"
"1228","Tcaf1"
"1229","Tceal5"
"1230","Tcf21"
"1231","Tcp11l1"
"1232","Tcp11l2"
"1233","Tecpr1"
"1234","Tert"
"1235","Tescl"
"1236","Tex19.1"
"1237","Tex9"
"1238","Tfdp2"
"1239","Tha1"
"1240","Tirap"
"1241","Tk2"
"1242","Tle1"
"1243","Tle5"
"1244","Tmem120a"
"1245","Tmem121"
"1246","Tmem150c"
"1247","Tmem151a"
"1248","Tmem160"
"1249","Tmem184c"
"1250","Tmem251"
"1251","Tmem255a"
"1252","Tmem35a"
"1253","Tmem98"
"1254","Tmsb10"
"1255","Tmub2"
"1256","Tnfrsf22"
"1257","Tnfsf9"
"1258","Tomm70a"
"1259","Top2b"
"1260","Tpcn2"
"1261","Tprgl"
"1262","Tpst1"
"1263","Tradd"
"1264","Traf2"
"1265","Traf3ip2"
"1266","Traf5"
"1267","Tram1l1"
"1268","Trappc1"
"1269","Trim28"
"1270","Trim3"
"1271","Trim45"
"1272","Trir"
"1273","Trmt2b"
"1274","Trnau1ap"
"1275","Trp53inp1"
"1276","Trpt1"
"1277","Tsc22d3"
"1278","Tsen2"
"1279","Tsen34"
"1280","Tsen54"
"1281","Tshz2"
"1282","Tspan5"
"1283","Tspyl3"
"1284","Ttc26"
"1285","Ttc30b"
"1286","Ttc33"
"1287","Tuba4a"
"1288","Tulp3"
"1289","Twf2"
"1290","Ubtd2"
"1291","Ugdh"
"1292","Ulk2"
"1293","Umad1"
"1294","Urah"
"1295","Uri1"
"1296","Usp1"
"1297","Usp13"
"1298","Usp24"
"1299","Usp30"
"1300","Usp8"
"1301","Vill"
"1302","Vps13c"
"1303","Vps25"
"1304","Vps29"
"1305","Vstm5"
"1306","Vti1b"
"1307","Vwa8"
"1308","Vwce"
"1309","Wdfy1"
"1310","Wdr1"
"1311","Wdr31"
"1312","Wdr35"
"1313","Wdr45"
"1314","Wdr54"
"1315","Wdr72"
"1316","Wdr86"
"1317","Wrnip1"
"1318","Xpo6"
"1319","Ydjc"
"1320","Ypel1"
"1321","Ypel3"
"1322","Yrdc"
"1323","Zadh2"
"1324","Zbtb3"
"1325","Zbtb49"
"1326","Zbtb5"
"1327","Zbtb8b"
"1328","Zc3h14"
"1329","Zcchc17"
"1330","Zcchc18"
"1331","Zcchc24"
"1332","Zdhhc1"
"1333","Zdhhc15"
"1334","Zfand2b"
"1335","Zfand5"
"1336","Zfhx4"
"1337","Zfp111"
"1338","Zfp113"
"1339","Zfp12"
"1340","Zfp128"
