,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0
Gm25095,0,0,0,0,0,0,0,0,0,0,0,0
Gm22438,0,0,0,0,0,0,0,0,0,0,0,0
Gm23271,0,0,0,0,0,0,0,0,0,0,0,0
Gm23272,0,0,0,0,0,0,0,0,0,0,0,0
Gm23270,0,0,0,0,0,0,0,0,0,0,0,0
Gm23274,0,0,0,0,0,0,0,0,0,0,0,0
Gm23273,0,0,0,0,0,0,0,0,0,0,0,0
Gm23275,0,0,0,0,0,0,0,0,0,0,0,0
Gm26075,0,0,0,0,0,0,0,0,0,0,0,0
Gm26074,0,0,0,0,0,0,0,0,0,0,0,0
Gm26077,0,0,0,0,0,0,0,0,0,0,0,0
Gm26079,0,0,0,0,0,0,0,0,0,0,0,0
Gm26078,0,0,0,0,0,0,0,0,0,0,0,0
Gm26081,0,0,0,0,0,0,0,0,0,0,0,0
Gm26080,0,0,0,0,0,0,0,0,0,0,0,0
Gm26082,0,0,0,0,0,0,0,0,0,0,0,0
Gm23979,0,0,0,0,0,0,0,0,0,0,0,0
Gm24869,0,0,0,0,0,0,0,0,0,0,0,0
Gm24432,0,0,0,0,0,0,0,0,0,0,0,0
Gm24429,0,0,0,0,0,0,0,0,0,0,0,0
Gm24430,0,0,0,0,0,0,0,0,0,0,0,0
Gm24433,0,0,0,0,0,0,0,0,0,0,0,0
Gm24434,0,0,0,0,0,0,0,0,0,0,0,0
Gm22781,0,0,0,0,0,0,0,0,0,0,0,0
Gm22779,0,0,0,0,0,0,0,0,0,0,0,0
Gm22786,0,0,0,0,0,0,0,0,0,0,0,0
Gm22785,0,0,0,0,0,0,0,0,0,0,0,0
Gm22784,0,0,0,0,0,0,0,0,0,0,0,0
Gm22783,0,0,0,0,0,0,0,0,0,0,0,0
Gm22778,0,0,0,0,0,0,0,0,0,0,0,0
Gm22777,0,0,0,0,0,0,0,0,0,0,0,0
Gm25764,0,0,0,0,0,0,0,0,0,0,0,0
Gm26395,0,0,0,0,0,0,0,0,0,0,0,0
Gm25763,0,0,0,0,0,0,0,0,0,0,0,0
Gm25765,0,0,0,0,0,0,0,0,0,0,0,0
Gm25766,0,0,0,0,0,0,0,0,0,0,0,0
Gm25407,0,0,0,0,0,0,0,0,0,0,0,0
Gm24124,0,0,0,0,0,0,0,0,0,0,0,0
Gm25408,0,0,0,0,0,0,0,0,0,0,0,0
Gm24125,0,0,0,0,0,0,0,0,0,0,0,0
Gm24123,0,0,0,0,0,0,0,0,0,0,0,0
Gm24122,0,0,0,0,0,0,0,0,0,0,0,0
Gm24127,0,0,0,0,0,0,0,0,0,0,0,0
Gm24126,0,0,0,0,0,0,0,0,0,0,0,0
Gm22473,0,0,0,0,0,0,0,0,0,0,0,0
Gm22472,0,0,0,0,0,0,0,0,0,0,0,0
Gm22471,0,0,0,0,0,0,0,0,0,0,0,0
Gm22470,0,0,0,0,0,0,0,0,0,0,0,0
Gm22469,0,0,0,0,0,0,0,0,0,0,0,0
Gm24170,0,0,0,0,0,0,0,0,0,0,0,0
Gm24171,0,0,0,0,0,0,0,0,0,0,0,0
Gm24172,0,0,0,0,0,0,0,0,0,0,0,0
Gm25785,0,0,0,0,0,0,0,0,0,0,0,0
Gm24173,0,0,0,0,0,0,0,0,0,0,0,0
Gm22284,0,0,0,0,0,0,0,0,0,0,0,0
Gm25833,0,0,0,0,0,0,0,0,0,0,0,0
Gm25938,0,0,0,0,0,0,0,0,0,0,0,0
Gm25832,0,0,0,0,0,0,0,0,0,0,0,0
Gm23014,0,0,0,0,0,0,0,0,0,0,0,0
Gm23015,0,0,0,0,0,0,0,0,0,0,0,0
Gm23013,0,0,0,0,0,0,0,0,0,0,0,0
Gm23011,0,0,0,0,0,0,0,0,0,0,0,0
Gm23294,0,0,0,0,0,1.22,0,0,0,0,0,0
Gm23010,0,0,0,0,0,0,0,0,0,0,0,0
Gm24670,0,0,0,0,0,0,0,0,0,0,0,0
Gm24326,0,0,0,0,0,0,0,0,0,0,0,0
Gm24671,0,0,0,0,0,0,0,0,0,0,0,0
Gm24665,0,0,0,0,0,0,0,0,0,0,0,0
Gm24867,0,0,0,0,0,0,0,0,0,0,0,0
Gm26286,0,0,0,0,0,0,0,0,0,0,0,0
Gm26289,0,0,0,0,0,0,0,0,0,0,0,0
Gm26293,0,0,0,0,0,0,0,0,0,0,0,0
Gm25308,0,0,0,0,0,0,0,0,0,0,0,0
Gm23482,0,0,0,0,0,0,0,0,0,0,0,0
Gm23481,0,0,0,0,0,0,0,0,0,0,0,0
Gm23484,0,0,0,0,0,0,0,0,0,0,0,0
Gm23483,0,0,0,0,0,0,0,0,0,0,0,0
Gm26273,0,0,0,0,0,0,0,0,0,0,0,0
Gm23485,0,0,0,0,0,0,0,0,0,0,0,0
Gm25167,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0
Gm25169,0,0,0,0,0,0,0,0,0,0,0,0
Gm25170,0,0,0,0,0,0,0,0,0,0,0,0
Gm22661,0,0,0,0,0,0,0,0,0,0,0,0
Gm22660,0,0,0,0,0,0,0,0,0,0,0,0
Gm22659,0,0,0,0,0,0,0,0,0,0,0,0
Gm22658,0,0,0,0,0,0,0,0,0,0,0,0
Gm22657,0,0,0,0,0,0,0,0,0,0,0,0
Gm22656,0,0,0,0,0,0,0,0,0,0,0,0
Gm24336,0,0,0,0,0,0,0,0,0,0,0,0
Gm24337,0,0,0,0,0,0,0,0,0,0,0,0
Gm24338,0,0,0,0,0,0,0,0,0,0,0,0
Gm24339,0,0,0,0,0,0,0,0,0,0,0,0
Gm24340,0,0,0,0,0,0,0,0,0,0,0,0
Gm24341,0,0,0,0,0,0,0,0,0,0,0,0
Gm24334,0,0,0,0,0,0,0,0,0,0,0,0
Gm24335,0,0,0,0,0,0,0,0,0,0,0,0
Gm25417,0,0,0,0,0,0,0,0,0,0,0,0
Gm25418,0,0,0,0,0,0,0,0,0,0,0,0
Gm25419,0,0,0,0,0,0,0,0,0,0,0,0
Gm25420,0,0,0,0,0,0,0,0,0,0,0,0
Gm25421,0,0,0,0,0,0,0,0,0,0,0,0
Gm25422,0,0,0,0,0,0,0,0,0,0,0,0
Gm25415,0,0,0,0,0,0,0,0,0,0,0,0
Gm25416,0,0,0,0,0,0,0,0,0,0,0,0
Gm23750,0,0,0,0,0,0,0,0,0,0,0,0
Gm23749,0,0,0,0,0,0,0,0,0,0,0,0
Gm23389,0,0,0,0,0,0,0,0,0,0,0,0
Gm23748,0,0,0,0,0,0,0,0,0,0,0,0
Gm23747,0,0,0,0,0,0,0,0,0,0,0,0
Gm23746,0,0,0,0,0,0,0,0,0,0,0,0
Gm23745,0,0,0,0,0,0,0,0,0,0,0,0
Gm24281,0,0,0,0,0,0,0,0,0,0,0,0
Gm24279,0,0,0,0,0,0,0,0,0,0,0,0
Gm24280,0,0,0,0,0,0,0,0,0,0,0,0
Gm26387,0,0,0,0,0,0,0,0,0,0,0,0
Gm24278,0,0,0,0,0,0,0,0,0,0,0,0
Gm22592,0,0,0,0,0,0,0,0,0,0,0,0
Gm22591,0,0,0,0,0,0,0,0,0,0,0,0
Gm22593,0,0,0,0,0,0,0,0,0,0,0,0
Gm22590,0,0,0,0,0,0,0,0,0,0,0,0
Gm22595,0,0,0,0,0,0,0,0,0,0,0,0
Gm22594,0,0,0,0,0,0,0,0,0,0,0,0
Gm23130,0,0,0,0,0,0,0,0,0,0,0,0
Gm23131,0,0,0,0,0,0,0,0,0,0,0,0
Gm23129,0,0,0,0,0,0,0,0,0,0,0,0
Gm23126,0,0,0,0,0,0,0,0,0,0,0,0
Gm23127,0,0,0,0,0,0,0,0,0,0,0,0
Rab11b,52.25,53.14,63.63,61.41,59.22,60.95,59.59,55.98,56.76,86.44,51.23,75.3
Gm25916,0,0,0,0,0,0,0,0,0,0,0,0
Gm25915,0,0,0,0,0,0,0,0,0,0,0,0
Gm25918,0,0,0,0,0,0,0,0,0,0,0,0
Gm25917,0,0,0,0,0,0,0,0,0,0,0,0
Gm22927,0,0,0,0,0,0,0,0,0,0,0,0
Gm25919,0,0,0,0,0,0,0,0,0,0,0,0
Gm26419,0,0,0,0,0,0,0,0,0,0,0,0
Gm26420,0,0,0,0,0,0,0,0,0,0,0,0
Gm26417,0,0,0,0,0,0,0,0,0,0,0,0
Gm26418,0,0,0,0,0,0,0,0,0,0,0,0
Gm26423,0,0,0,0,0,0,0,0,0,0,0,0
Gm26416,0,0,0,0,0,0,0,0,0,0,0,0
Gm25922,0,0,0,0,0,0,0,0,0,0,0,0
Gm24789,0,0,0,0,0,0,0,0,0,0,0,0
Gm24788,0,0,0,0,0,0,0,0,0,0,0,0
Gm24791,0,0,0,0,0,0,0,0,0,0,0,0
Gm24790,0,0,0,0,0,0,0,0,0,0,0,0
Gm24792,0,0,0,0,0,0,0,0,0,0,0,0
Gm24794,0,0,0,0,0,0,0,0,0,0,0,0
Gm24793,0,0,0,0,0,0,0,0,0,0,0,0
Gm25272,0,0,0,0,0,0,0,0,0,0,0,0
Gm25274,0,0,0,0,0,0,0,0,0,0,0,0
Gm25275,0,0,0,0,0,0,0,0,0,0,0,0
Gm25276,0,0,0,0,0,0,0,0,0,0,0,0
Gm23596,0,0,0,0,0,0,0,0,0,0,0,0
Gm23595,0,0,0,0,0,0,0,0,0,0,0,0
Gm23594,0,0,0,0,0,0,0,0,0,0,0,0
Gm23593,0,0,0,0,0,0,0,0,0,0,0,0
Gm24230,0,0,0,0,0,0,0,0,0,0,0,0
Gm24232,0,0,0,0,0,0,0,0,0,0,0,0
Gm24231,0,0,0,0,0,0,0,0,0,0,0,0
Gm24234,0,0,0,0,0,0,0,0,0,0,0,0
Gm24233,0,0,0,0,0,0,0,0,0,0,0,0
Gm24235,0,0,0,0,0,0,0,0,0,0,0,0
Gm25875,0,0,0,0,0,0,0,0,0,0,0,0
Gm25877,0,0,0,0,0,0,0,0,0,0,0,0
Gm25878,0,0,0,0,0,0,0,0,0,0,0,0
Gm25879,0,0,0,0,0,0,0,0,0,0,0,0
Gm25880,0,0,0,0,0,0,0,0,0,0,0,0
Gm25378,0,0,0,0,0,0,0,0,0,0,0,0
Gm25377,0,0,0,0,0,0,0,0,0,0,0,0
Gm25379,0,0,0,0,0,0,0,0,0,0,0,0
Gm25506,0,0,0,0,0,0,0,0,0,0,0,0
Gm25376,0,0,0,0,0,0,0,0,0,0,0,0
Gm22543,0,0,0,0,0,0,0,0,0,0,0,0
Gm22544,0,0,0,0,0,0,0,0,0,0,0,0
Gm22545,0,0,0,0,0,0,0,0,0,0,0,0
Gm22546,0,0,0,0,0,0,0,0,0,0,0,0
Gm22021,0,0,0,0,0,0,0,0,0,0,0,0
Gm22023,0,0,0,0,0,0,0,0,0,0,0,0
Gm22022,0,0,0,0,0,0,0,0,0,0,0,0
Gm22018,0,0,0,0,0,0,0,0,0,0,0,0
Gm22020,0,0,0,0,0,0,0,0,0,0,0,0
Gm22019,0,0,0,0,0,0,0,0,0,0,0,0
Gm23709,0,0,0,0,0,0,0,0,0,0,0,0
Gm23176,0,0,0,0,0,0,0,0,0,0,0,0
Gm23707,0,0,0,0,0,0,0,0,0,0,0,0
Gm23708,0,0,0,0,0,0,0,0,0,0,0,0
Gm23706,0,0,0,0,0,0,0,0,0,0,0,0
Gm23705,0,0,0,0,0,0,0,0,0,0,0,0
Gm24607,0,0,0,0,0,0,0,0,0,0,0,0
Gm23203,0,0,0,0,0,0,0,0,0,0,0,0
Gm23202,0,0,0,0,0,0,0,0,0,0,0,0
Gm23201,0,0,0,0,0,0,0,0,0,0,0,0
Gm23200,0,0,0,0,0,0,0,0,0,0,0,0
Gm24608,0,0,0,0,0,0,0,0,0,0,0,0
Gm24886,0,0,0,0,0,0,0,0,0,0,0,0
Gm24887,0,0,0,0,0,0,0,0,0,0,0,0
Gm24888,0,0,9.11,0,14.46,0,0,0,0,0,0,6.82
Gm24889,0,0,0,0,0,0,0,0,0,0,0,0
Gm25631,0,0,0,0,0,0,0,0,0,0,0,0
Gm24891,0,0,0,0,0,0,0,0,0,0,0,0
Gm24373,0,0,0,0,0,0,0,0,0,0,0,0
Gm24374,0,0,0,0,0,0,0,0,0,0,0,0
Gm24375,0,0,0,0,0,0,0,0,0,0,0,0
Gm24377,0,0,0,0,0,0,0,0,0,0,0,0
Gm24376,0,0,0,0,0,0,0,0,0,0,0,0
Gm26015,0,0,0,0,0,0,0,0,0,0,0,0
Gm26016,0,0,0,0,0,0,0,0,0,0,0,0
Gm26013,0,0,0,0,0,0,0,0,0,0,0,0
Gm26014,0,0,0,0,0,0,0,0,0,0,0,0
Gm26018,0,0,0,0,0,0,0,0,0,0,0,0
Gm26019,0,0,0,0,0,0,0,0,0,0,0,0
Gm26011,0,0,0,0,0,0,0,0,0,0,0,0
Gm26012,0,0,0,0,0,0,0,0,0,0,0,0
Gm22674,0,0,0,0,0,0,0,0,0,0,0,0
Gm22672,0,0,0,0,0,0,0,0,0,0,0,0
Gm22673,0,0,0,0,0,0,0,0,0,0,0,0
Snord1b,0,0,0,0,0,0,0,0,0,0,0,0
Gm25803,0,0,0,0,0,0,0,0,0,0,0,0
Gm22671,0,0,0,0,0,0,0,0,0,0,0,0
Gm25795,0,0,0,0,0,0,0,0,0,0,0,0
Gm23946,0,0,0,0,1.61,0.62,0,2.29,0,1.45,0,0
Gm25498,0,0,0,0,0,0,0,0,0,0,0,0
Gm25499,0,0,0,0,0,0,0,0,0,0,0,0
Gm25502,0,0,0,0,0,0,0,0,0,0,0,0
Gm25501,0,0,0,0,0,0,0,0,0,0,0,0
Gm25496,0,0,0,0,0,0,0,0,0,0,0,0
Gm25495,0,0,0,0,0,0,0,0,0,0,0,0
Gm23834,0,0,0,0,0,0,0,0,0,0,0,0
Snord4a,0,0,0,0,0,0,0,0,0,0,0,0
Gm23835,0,0,0,0,0,0,0,0,0,0,0,0
Gm23768,0,0,0,0,0,0,0,0,0,0,0,0
Gm23769,0,0,0,0,0,0,0,0,0,0,0,0
Gm22149,0,0,0,0,0,0,0,0,0,0,0,0
Gm22148,0,0,0,0,0,0,0,0,0,0,0,0
Gm22150,0,0,0,0,0,0,0,0,0,0,0,0
Gm22772,0,0,0,0,0,0,0,0,0,0,0,0
Gm24987,0,0,0,0,0,0,0,0,0,0,0,0
Gm24984,0,0,0,0,0,0,0,0,0,0,0,0
Gm24985,0,0,0,0,0,0,0,0,0,0,0,0
Gm24981,0,0,0,0,0,0,0,0,0,0,0,0
Gm24988,0,0,0,0,0,0,0,0,0,0,0,0
Gm24989,0,0,0,0,0,0,0,0,0,0,0,0
Gm23320,0,0,0,0,0,0,0,0,0,0,0,0
Gm23322,0,0,0,0,0,0,0,0,0,0,0,0
Gm23321,0,0,0,0,0,0,0,0,0,0,0,0
Gm23319,0,0,0,0,0,0,0,0,0,0,0,0
Gm23323,0,0,0,0,0,0,0,0,0,0,0,0
Gm24257,0,0,0,0,0,0,0,0,0,0,0,0
Gm26144,0,0,0,0,0,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0
Gm26146,0,0,0,0,0,0,0,0,0,0,0,0
Gm26147,0,0,0,0,0,0,0,0,0,0,0,0
Gm26143,0,0,0,0,0,0,0,0,0,0,0,0
Gm24255,0,0,0,0,0,0,0,0,0,0,0,0
Gm24473,0,0,0,0,0,0,0,0,0,0,0,0
Gm24472,0,0,0,0,0,0,0,0,0,0,0,0
Gm24471,0,0,0,0,0,0,0,0,0,0,0,0
Gm24470,0,0,0,0,0,0,0,0,0,0,0,0
Gm24469,0,0,0,0,0,0,0,0,0,0,0,0
Gm24468,0,0,0,0,0,0,0,0,0,0,0,0
Gm24318,0,0,0,0,0,0,0,0,0,0,0,0
Gm22495,0,0,0,0,0,0,0,0,0,0,0,0
Gm22496,0,0,0,0,0,0,0,0,0,0,0,0
Gm22493,0,0,0,0,0,0,0,0,0,0,0,0
Gm22494,0,0,0,0,0,0,0,0,0,0,0,0
Gm22498,0,0,0,0,0,0,0,0,0,0,0,0
Gm22497,0,0,0,0,0,0,0,0,0,0,0,0
Gm22499,0,0,0,0,0,0,0,0,0,0,0,0
Gm25344,0,0,0,0,0,0,0,0,0,0,0,0
Gm25345,0,0,0,0,0,0,0,0,0,0,0,0
Gm25346,0,0,0,0,0,0,0,0,0,0,0,0
Gm24069,0,0,0,0,0,0,0,0,0,0,0,0
Gm24068,0,0,0,0,0,0,0,0,0,0,0,0
Gm24067,0,0,0,0,0,0,0,0,0,0,0,0
Gm24066,0,0,0,0,0,0,0,0,0,0,0,0
Snord89,0,0,0,0,0,0,0,0,0,12.52,0,0
Gm24070,0,0,0,0,0,0,0,0,0,0,0,0
Gm24071,0,0,0,0,0,0,0,0,0,0,0,0
Snora64,0,2.28,0,0,0,1.36,0,0,0,2.86,5.7,2.18
Gm25728,0,0,0,0,0,0,0,0,0,0,0,0
Snord17,0,0,0,0,0,0,0,0,0,0,0,0
Gm25725,0,0,0,0,0,0,0,0,0,0,0,0
Gm25726,0,0,0,0,0,0,0,0,0,0,0,0
Gm25723,0,0,0,0,0,0,0,0,0,0,0,0
Gm25724,0,0,0,0,0,0,0,0,0,0,0,0
Gm23609,0,0,0,0,0,0,0,0,0,0,0,0
Gm23608,0,0,0,0,0,0,0,0,0,0,0,0
Snord83b,0,0,0,0,0,0,0,0,0,0,0,0
Gm24556,0,0,0,0,0,0,0,0,0,0,0,0
Gm24555,0,0,0,0,0,0,0,0,0,0,0,0
Gm23607,0,0,0,0,0,0,0,0,0,0,0,0
Gm26343,0,0,0,0,0,0,0,0,0,0,0,0
Gm26342,0,0,0,0,0,0,0,0,0,0,0,0
Gm26341,0,0,0,0,0,0,0,0,0,0,0,0
Gm23530,0,0,0,0,0,0,0,0,0,0,0,0
Gm23532,0,0,0,0,0,0,0,0,0,0,0,0
Gm23527,0,0,0,0,0,0,0,0,0,0,0,0
Gm23528,0,0,0,0,0,0,0,0,0,0,0,0
Gm25214,0,0,0,0,0,0,0,0,0,0,0,0
Snora35,0,0,0,0,0,0,0,0,0,0,0,0
Gm25216,0,0,0,0,0,0,0,0,0,0,0,0
Gm25215,0,0,0,0,0,0,0,0,0,0,0,0
Gm22373,0,0,0,0,0,0,0,0,0,0,0,0
Gm22371,0,0,0,0,0,0,0,0,0,0,0,0
Gm22372,0,0,0,0,0,0,0,0,0,0,0,0
Gm24161,0,0,0,0,0,0,0,0,0,0,0,0
Gm24160,0,0,0,0,0,0,0,0,0,0,0,0
Gm23907,0,0,0,0,0,0,0,0,0,0,0,0
Gm23911,0,0,0,0,0,0,0,0,0,0,0,0
Gm23909,0,0,0,0,0,0,0,0,0,0,0,0
Gm23908,0,0,0,0,0,0,0,0,0,0,0,0
Gm25565,0,0,0,0,0,0,0,0,0,0,0,0
Gm25560,0,0,0,0,0,0,0,0,0,0,0,0
Gm25561,0,0,0,0,0,0,0,0,0,0,0,0
Gm25562,0,0,0,0,0,0,0,0,0,0,0,0
Gm25148,0,0,0,0,0,0,0,0,0,0,0,0
Gm24403,0,0,0,0,0,0,0,0,0,0,0,0
Mir290a,0,0,0,0,0,0,0,0,0,0,0,0
Mir669d,0,0,0,0,0,0,0,0,0,0,0,0
Mir105,0,0,0,0,0,0,0,0,0,0,0,0
Mir876,0,0,0,0,0,0,0,0,0,0,0,0
Mir344e,0,0,0,0,0,0,0,0,0,0,0,0
Mir878,0,0,0,0,0,0,0,0,0,0,0,0
Mir882,0,0,0,0,0,0,0,0,0,0,0,0
Mir295,0,0,0,0,0,0,0,0,0,0,0,0
Mir875,0,0,0,0,0,0,0,0,0,0,0,0
Mir879,0,0,0,0,0,0,0,0,0,0,0,0
Mir511,0,0,0,0,0,0,0,0,0,0,0,0
Mir294,0,0,0,0,0,0,0,0,0,0,0,0
Mir872,0,0,0,0,0,0,0,0,0,0,0,0
Mir453,0,0,0,0,0,0,0,0,0,0,0,0
Mir208b,0,0,0,0,0,0,0,0,0,0,0,0
Mir877,0,0,0,0,0,0,0,0,0,0,0,0
Mir466h,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0,0,0
Mir874,0,0,0,0,0,0,0,0,0,0,0,0
Mir466f-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir654,0,0,0,0,0,0,0,0,0,0,0,0
Mir466f-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir466n,0,0,0,0,0,0,0,0,0,0,0,0
Mir190b,0,0,0,0,0,0,0,0,0,0,0,0
Mir466f-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir880,0,0,0,0,0,0,0,0,0,0,0,0
Mir291a,0,0,0,0,0,0,0,0,0,0,0,0
Mir883a,0,0,0,0,0,0,0,0,0,0,0,0
Mir883b,0,0,0,0,0,0,0,0,0,0,0,0
Mir466g,0,0,0,0,0,0,0,0,0,0,0,0
Mir466o,0,0,0,0,0,0,0,0,0,0,0,0
Mir449b,0,0,0,0,0,0,0,0,0,0,0,0
Mir466d,0,0,0,0,0,0,0,0,0,0,0,0
Mir291b,0,0,0,0,0,0,0,0,0,0,0,0
Mir293,0,0,0,0,0,0,0,0,0,0,0,0
Mir881,0,0,0,0,0,0,0,0,0,0,0,0
Mir292,0,0,0,0,0,0,0,0,0,0,0,0
Mir873a,0,0,0,0,0,0,0,0,0,0,0,0
Mir466l,0,0,0,0,0,0,0,0,0,0,0,0
Or51f1e,0,0,0,0,0,0,0,0,0,0,0.04,0
Rps12l1,0,0,0,3.92,0,0,0,6.01,0,0,0,0
Gm10913,0,0,0,0.16,0.19,0.13,0,0,0,0,0,0.18
Or7g16,0,0,0,0,0,0,0,0,0,0,0,0
Or5p59,0,0,0,0,0,0,0,0,0,0,0,0
F630028O10Rik,2.49,0.74,2.07,0.2,0.3,0.19,0.51,0.51,0.64,0.28,0.24,0.27
Gm5071,0.04,0,0.05,0.01,0,0,0,0,0.14,0,0.56,0.21
Rpl23a-ps3,312.94,126.23,320.41,223.27,371.44,153.4,390.81,597.17,461.47,177.36,292.27,199.02
Fam170b,0,0,0,0,0,0.04,0.06,0,0,0,0.01,0.02
Gm2178,0,0,0,0,0,0,0,0,0,0,0,0
Actl10,0,0.06,0,0.04,0,0,0,0,0,0.03,0,0
Gm11555,0,0,0,0,0,0,0,0,0,0,0,0
Krtap1-3,0,0,0,0,0,0,0,0,0,0,0,0
Srsf3-ps,68.64,59.66,87.47,63.05,79.67,69.17,69.82,68.48,67.32,79.04,49.96,71.79
Ankrd63,0.21,0.06,1.16,0.12,0.21,3.99,8.35,0.22,0.2,0.29,1.89,3.75
AK157302,1.18,0.36,2.58,0.78,1,0.81,0.81,0.49,0.84,1.72,0.81,1.31
Gm17344,2.77,1.3,2.27,1.32,2.5,0.86,2,2.16,2.7,1.38,2.94,1.76
Capns2,0.87,0.13,0.68,0.03,0.25,0.2,0.59,0.08,0,0.05,0.25,0.33
Psme2b,6.18,1.42,10.42,1.73,8.1,1.54,6.93,9.89,18.4,1.54,3.85,2.23
Gm12184,8.78,2.31,16.06,4.28,10.5,4.62,6.96,7.23,5.87,5.54,4.54,3.97
Fem1al,0.01,0.02,0,0.01,0.02,0.01,0.06,0,0.1,0,0.02,0.04
Erich3,0.23,0.08,0.12,0.08,0.07,0.11,0.26,0.08,0.13,0.05,0.4,0.16
Gm2574,0,0,0,0.04,0,0.04,0,0,0.08,0.06,0.11,0
Lenep,0.47,0.5,0.85,0,0,0.01,0.42,0,0.8,0,0.35,0
Gm4877,0,0,0,0.08,0,0,0,0,0,0,0,0.04
Rnf148,0,0.02,0,0,0,0,0,0,0,0.04,0,0
Gm20900,12.16,6.43,16.9,11.78,17.19,9.43,21.51,26.34,20.07,11.27,16.42,18.6
Chml,9.91,6.5,8.04,5.58,11.08,5.22,7.66,4.9,9.74,14.92,18.87,12.75
Dnm3os,25.53,9.91,30.22,4.21,8.95,8.21,24.39,2.66,5.13,7.64,9.97,22.34
Gm7290,0,0,0.09,0.05,0,0.06,0,0.08,0,0.09,0,0
Gm2000,1083.1,783.12,1273.5,966.73,1417.96,1062.03,1408.44,1717.99,1291.78,1095.25,931.78,819.12
Tmem203,8.44,3.03,9.17,3.87,9.11,2.8,5.64,9.79,7.3,5.34,4.24,4.17
Nrarp,6.89,3.79,6.16,4.35,5.09,5.04,6.68,4.67,3.85,4.86,5.05,5.54
Fthl17d,0.21,0.38,0.36,0.69,0,0,0.68,0.78,0.53,0.62,3.58,0.76
Fthl17b,0.68,0.18,0.2,0.92,0,0.51,0.34,0.6,0.96,0.64,4.91,2.36
Btbd35f4,0,0,0,0,0,0,0,0,0,0,0,0
Btbd35f3,0,0,0,0,0,0,0,0,0,0,0,0
Klhdc7a,0.52,0.29,0.38,0.47,1.21,0.04,0.03,1.17,0.83,1.03,0.05,0.04
Fam43b,0,0,0.02,0.03,0.07,0.07,0.12,0.09,0.07,0.05,0.21,0.19
Airn,32.86,19.75,26.17,8.54,11.24,9.46,15.98,7.44,9.51,13.32,13.25,11.49
Hmga1b,58.3,40.11,102.86,15.75,151.16,30.01,75.91,56.66,43.91,36.9,27.45,33.31
Krtap17-1,0,0.04,0,0.04,0,0,0,0,0,0.2,0.12,0
Krtap16-1,0,0,0,0,0,0,0,0,0,0,0,0
Krtap29-1,0,0,0,0,0,0,0,0,0,0,0,0
Krtap9-5,0,0,0,0,0,0,0,0,0,0,0,0
Gm11565,0,0.04,0,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm11564,0,0,0,0,0,0,0,0,0,0,0,0
Gm11554,0,0,0,0,0,0,0,0,0,0,0,0
Gm11569,0,0,0,0,0,0,0,0,0,0,0,0
Gm11596,0,0,0,0,0,0,0,0,0,0,0,0
Krtap4-9,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r122,0,0,0,0,0,0,0,0,0,0.05,0,0
Gm3940,0,0.21,0.49,0.48,0.64,0.1,0.18,0.15,1.74,0.97,0.46,0.41
Gm2606,0.08,0.06,0,0,0,0,0,0,0,0,0.06,0
Foxd1,3.87,2.93,3.91,0.2,0.25,0.06,0.11,0.14,0.1,0.08,0.03,0.06
AI593442,0.14,0.04,0.13,0.02,0.07,0.25,0.36,0.02,0,0.04,0.07,0.15
Fam47c,0,0,0,0,0,0,0,0,0,0,0,0
F8a,1.43,0.71,1.59,1.23,2.2,0.79,1.52,4.07,2.55,2.06,0.88,1.11
Tex13c1,0,0,0,0,0,0,0,0,0,0,0,0
Btbd35f14,0,0,0,0,0,0,0,0,0,0,0,0
H2al1n,0,0,0,0,0,0,0,0,0,0,0,0
Sf3b5,9.92,8.96,10.29,11.51,10.05,11.36,12.18,12.33,9.42,15.5,10.2,11.98
AW011738,1,0.6,1.1,0.14,0.42,0.53,0.97,0.39,0.34,0.36,1.09,1.43
Smim1,33.85,20.74,42.91,22.9,35.76,18.63,25.58,43.34,30.86,30.97,17.59,20.65
Ifna2,0,0.03,0,0.03,0,0,0,0,0,0,0,0
Ifna16,0,0,0,0,0,0,0,0,0,0,0,0
Mos,0.28,0.08,0.29,0.11,0.12,0.07,0.14,0.03,0.04,0.16,0.08,0.02
Gm6316,0.05,0,0.14,0.03,0,0,0.05,0,0,0.14,0.04,0
Gm4294,57.96,16.22,27.1,36.03,62.67,29.49,24.59,30.21,26.48,41.85,24.16,38.3
Or5t18,0,0,0,0,0,0,0,0,0,0,0,0
