"","x"
"171","Foxn2"
"172","Foxn3"
"173","Foxo1"
"174","Foxo3"
"175","Foxo4"
"176","Foxp2"
"177","Foxp4"
"178","Foxs1"
"179","Gabpa"
"180","Gata1"
"181","Gata2"
"182","Gata3"
"183","Gata4"
"184","Gata5"
"185","Gata6"
"186","Gatad2a"
"187","Gatad2b"
"188","Gfi1b"
"189","Gli1"
"190","Gli2"
"191","Gli3"
"192","Glis2"
"193","Glis3"
"194","Glmp"
"195","Glyr1"
"196","Gm10037"
"197","Gmeb1"
"198","Gmeb2"
"199","Gpbp1"
"200","Gpbp1l1"
"201","Grhl1"
"202","Grhl2"
"203","Grhl3"
"204","Gtf2b"
"205","Gtf2i"
"206","Gtf2ird1"
"207","Gtf2ird2"
"208","Gtf3a"
"209","Gzf1"
"210","Hand1"
"211","Hand2"
"212","Hbp1"
"213","Hdx"
"214","Hes1"
"215","Hes5"
"216","Hes6"
"217","Hey1"
"218","Hey2"
"219","Heyl"
"220","Hic1"
"221","Hic2"
"222","Hif1a"
"223","Hif3a"
"224","Hinfp"
"225","Hivep1"
"226","Hlx"
"227","Hmbox1"
"228","Hmg20a"
"229","Hmg20b"
"230","Hmga1"
"231","Hmgn3"
"232","Hnf1a"
"233","Hnf1b"
"234","Hnf4a"
"235","Homez"
"236","Hoxa1"
"237","Hoxa10"
"238","Hoxa2"
"239","Hoxa3"
"240","Hoxa4"
"241","Hoxa5"
"242","Hoxa6"
"243","Hoxa7"
"244","Hoxa9"
"245","Hoxb13"
"246","Hoxb2"
"247","Hoxb3"
"248","Hoxb4"
"249","Hoxb5"
"250","Hoxb6"
"251","Hoxb7"
"252","Hoxb8"
"253","Hoxb9"
"254","Hoxc10"
"255","Hoxc4"
"256","Hoxc5"
"257","Hoxc6"
"258","Hoxc8"
"259","Hoxc9"
"260","Hoxd10"
"261","Hoxd3"
"262","Hoxd4"
"263","Hoxd8"
"264","Hoxd9"
"265","Hsf1"
"266","Hsf2"
"267","Ikzf1"
"268","Ikzf2"
"269","Ikzf4"
"270","Ikzf5"
"271","Irf1"
"272","Irf2"
"273","Irf3"
"274","Irf5"
"275","Irf6"
"276","Irf7"
"277","Irf8"
"278","Irf9"
"279","Irx1"
"280","Irx2"
"281","Irx3"
"282","Irx5"
"283","Isl1"
"284","Isx"
"285","Jazf1"
"286","Jrk"
"287","Jrkl"
"288","Jun"
"289","Junb"
"290","Jund"
"291","Kat7"
"292","Kcmf1"
"293","Kcnip3"
"294","Kdm2a"
"295","Kdm2b"
"296","Kdm5b"
"297","Kin"
"298","Klf1"
"299","Klf10"
"300","Klf11"
"301","Klf12"
"302","Klf13"
"303","Klf14"
"304","Klf15"
"305","Klf16"
"306","Klf2"
"307","Klf3"
"308","Klf4"
"309","Klf5"
"310","Klf6"
"311","Klf7"
"312","Klf8"
"313","Klf9"
"314","Kmt2a"
"315","Kmt2b"
"316","L3mbtl3"
"317","Lbx2"
"318","Lcor"
"319","Lcorl"
"320","Lef1"
"321","Lhx9"
"322","Lin28a"
"323","Lin28b"
"324","Lmx1a"
"325","Lyl1"
"326","Maf"
"327","Mafb"
"328","Maff"
"329","Mafg"
"330","Mafk"
"331","Max"
"332","Maz"
"333","Mbd1"
"334","Mbd2"
"335","Mbd3"
"336","Mbd4"
"337","Mbd6"
"338","Mbnl2"
"339","Mecom"
"340","Mecp2"
"341","Mef2a"
"342","Mef2c"
"343","Mef2d"
"344","Meis1"
"345","Meis2"
"346","Meis3"
"347","Meox1"
"348","Mga"
"349","Mitf"
"350","Mixl1"
"351","Mkx"
"352","Mlx"
"353","Mlxip"
"354","Mlxipl"
"355","Mnt"
"356","Msantd3"
"357","Msantd4"
"358","Msx1"
"359","Msx2"
"360","Mterf1a"
"361","Mterf1b"
"362","Mterf2"
"363","Mterf3"
"364","Mterf4"
"365","Mtf1"
"366","Mtf2"
"367","Mxd1"
"368","Mxd3"
"369","Mxd4"
"370","Mxi1"
"371","Mybl1"
"372","Mybl2"
"373","Myc"
"374","Mycl"
"375","Mycn"
"376","Mynn"
"377","Mypop"
"378","Myrf"
"379","Mysm1"
"380","Mzf1"
"381","Nacc2"
"382","Naif1"
"383","Ncoa1"
"384","Ncoa2"
"385","Ncoa3"
"386","Nfat5"
"387","Nfatc1"
"388","Nfatc2"
"389","Nfatc3"
"390","Nfatc4"
"391","Nfe2"
"392","Nfe2l1"
"393","Nfe2l2"
"394","Nfe2l3"
"395","Nfia"
"396","Nfib"
"397","Nfic"
"398","Nfil3"
"399","Nfix"
"400","Nfkb1"
"401","Nfkb2"
"402","Nfx1"
"403","Nfxl1"
"404","Nfya"
"405","Nfyb"
"406","Nfyc"
"407","Nkrf"
"408","Nkx2-1"
"409","Nkx2-3"
"410","Nkx3-1"
"411","Nkx3-2"
"412","Nme2"
"413","Nr0b1"
"414","Nr1d1"
"415","Nr1d2"
"416","Nr1h2"
"417","Nr1h3"
"418","Nr2c1"
"419","Nr2c2"
"420","Nr2e3"
"421","Nr2f1"
"422","Nr2f2"
"423","Nr2f6"
"424","Nr3c1"
"425","Nr4a1"
"426","Nr4a2"
"427","Nr5a1"
"428","Nr5a2"
"429","Nr6a1"
"430","Nrf1"
"431","Onecut1"
"432","Osr1"
"433","Osr2"
"434","Pa2g4"
"435","Patz1"
"436","Pax2"
"437","Pax8"
"438","Pbx1"
"439","Pbx2"
"440","Pbx3"
"441","Pbx4"
"442","Pcgf2"
"443","Pcgf6"
"444","Pdx1"
"445","Peg3"
"446","Phf1"
"447","Phf20"
"448","Phf21a"
"449","Phox2a"
"450","Phox2b"
"451","Pin1"
"452","Pitx1"
"453","Pknox1"
"454","Pknox2"
"455","Plag1"
"456","Plagl1"
"457","Plagl2"
"458","Plscr1"
"459","Plscr2"
"460","Pogk"
"461","Pou2f1"
"462","Pou5f2"
"463","Ppara"
"464","Ppard"
"465","Prdm10"
"466","Prdm15"
"467","Prdm16"
"468","Prdm2"
"469","Prdm4"
"470","Prdm5"
"471","Prdm6"
"472","Preb"
"473","Prmt3"
"474","Prox1"
"475","Prox2"
"476","Prr12"
"477","Prrx1"
"478","Prrx2"
"479","Ptf1a"
"480","Pura"
"481","Purb"
"482","Purg"
"483","Rara"
"484","Rarb"
"485","Rarg"
"486","Rbak"
"487","Rbck1"
"488","Rbpj"
"489","Rbsn"
"490","Rel"
"491","Rela"
"492","Relb"
"493","Repin1"
"494","Rest"
"495","Rexo4"
"496","Rfx1"
"497","Rfx2"
"498","Rfx3"
"499","Rfx5"
"500","Rfx6"
"501","Rfx7"
"502","Rit1"
"503","Rlf"
"504","Rora"
"505","Rorc"
"506","Rreb1"
"507","Rsl1"
"508","Runx1"
"509","Rxra"
"510","Rxrb"
"511","Rxrg"
"512","Safb"
"513","Safb2"
"514","Sall2"
"515","Sall4"
"516","Satb1"
"517","Scmh1"
"518","Scrt2"
"519","Setbp1"
"520","Setdb1"
"521","Setdb2"
"522","Sgsm2"
"523","Shox2"
"524","Six4"
"525","Six5"
"526","Ski"
"527","Skil"
"528","Smad1"
"529","Smad3"
"530","Smad4"
"531","Smad5"
"532","Smyd3"
"533","Snai1"
"534","Snai2"
"535","Snai3"
"536","Snapc2"
"537","Snapc4"
"538","Snapc5"
"539","Sohlh1"
"540","Sohlh2"
"541","Son"
"542","Sox10"
"543","Sox11"
"544","Sox12"
"545","Sox13"
"546","Sox15"
"547","Sox4"
"548","Sox5"
"549","Sox6"
"550","Sox8"
"551","Sox9"
"552","Sp1"
"553","Sp110"
"554","Sp2"
"555","Sp3"
"556","Sp4"
"557","Sp5"
"558","Sp9"
"559","Spen"
"560","Spi1"
"561","Srcap"
"562","Srebf1"
"563","Srebf2"
"564","Srf"
"565","Sry"
"566","Stat1"
"567","Stat2"
"568","Stat3"
"569","Stat5a"
"570","Stat5b"
"571","Stat6"
"572","Tal1"
"573","Tal2"
"574","Tbp"
"575","Tbpl1"
"576","Tbx1"
"577","Tbx18"
"578","Tbx2"
"579","Tbx20"
"580","Tbx3"
"581","Tcf12"
"582","Tcf15"
"583","Tcf20"
"584","Tcf21"
"585","Tcf3"
"586","Tcf4"
"587","Tcf7"
"588","Tcf7l1"
"589","Tcf7l2"
"590","Tead1"
"591","Tead2"
"592","Tead3"
"593","Tef"
"594","Terf1"
"595","Terf2"
"596","Tet1"
"597","Tet2"
"598","Tet3"
"599","Tfap2b"
"600","Tfap2c"
"601","Tfap4"
"602","Tfcp2"
"603","Tfdp1"
"604","Tfdp2"
"605","Tfe3"
"606","Tfeb"
"607","Tfec"
"608","Tgif1"
"609","Tgif2"
"610","Thap1"
"611","Thap11"
"612","Thap3"
"613","Thap4"
"614","Thap7"
"615","Thra"
"616","Thyn1"
"617","Tigd2"
"618","Tigd3"
"619","Tlx2"
"620","Tmf1"
"621","Topors"
"622","Trafd1"
"623","Trerf1"
"624","Trp53"
"625","Trps1"
"626","Tsc22d1"
"627","Tshz1"
"628","Tshz2"
"629","Tshz3"
"630","Ttf1"
"631","Twist1"
"632","Twist2"
"633","Ubp1"
"634","Usf1"
"635","Usf2"
"636","Vdr"
"637","Vezf1"
"638","Wiz"
"639","Wt1"
"640","Xbp1"
"641","Xpa"
"642","Ybx2"
"643","Ybx3"
"644","Yy1"
"645","Zbed3"
"646","Zbed4"
"647","Zbtb1"
"648","Zbtb10"
"649","Zbtb11"
"650","Zbtb12"
"651","Zbtb14"
"652","Zbtb16"
"653","Zbtb17"
"654","Zbtb18"
"655","Zbtb2"
"656","Zbtb20"
"657","Zbtb21"
"658","Zbtb22"
"659","Zbtb24"
"660","Zbtb25"
"661","Zbtb26"
"662","Zbtb3"
"663","Zbtb33"
"664","Zbtb37"
"665","Zbtb38"
"666","Zbtb39"
"667","Zbtb4"
"668","Zbtb40"
"669","Zbtb41"
"670","Zbtb42"
"671","Zbtb43"
"672","Zbtb44"
"673","Zbtb45"
"674","Zbtb46"
"675","Zbtb48"
"676","Zbtb49"
"677","Zbtb5"
"678","Zbtb6"
"679","Zbtb7a"
"680","Zbtb7b"
"681","Zbtb7c"
"682","Zbtb8a"
"683","Zbtb8b"
"684","Zbtb9"
"685","Zc3h8"
"686","Zeb1"
"687","Zeb2"
"688","Zfand5"
"689","Zfat"
"690","Zfhx2"
"691","Zfhx3"
"692","Zfhx4"
"693","Zfp1"
"694","Zfp105"
"695","Zfp108"
"696","Zfp109"
"697","Zfp11"
"698","Zfp110"
"699","Zfp111"
"700","Zfp113"
"701","Zfp114"
"702","Zfp12"
"703","Zfp128"
"704","Zfp13"
"705","Zfp131"
"706","Zfp14"
"707","Zfp142"
"708","Zfp143"
"709","Zfp146"
"710","Zfp148"
"711","Zfp160"
"712","Zfp180"
"713","Zfp182"
"714","Zfp189"
"715","Zfp2"
"716","Zfp202"
"717","Zfp207"
"718","Zfp212"
"719","Zfp213"
"720","Zfp217"
"721","Zfp219"
"722","Zfp235"
"723","Zfp236"
"724","Zfp239"
"725","Zfp248"
"726","Zfp251"
"727","Zfp260"
"728","Zfp263"
"729","Zfp266"
"730","Zfp273"
"731","Zfp275"
"732","Zfp276"
"733","Zfp277"
"734","Zfp28"
"735","Zfp280b"
"736","Zfp280c"
"737","Zfp280d"
"738","Zfp281"
"739","Zfp282"
"740","Zfp286"
"741","Zfp287"
"742","Zfp292"
"743","Zfp3"
"744","Zfp30"
"745","Zfp316"
"746","Zfp317"
"747","Zfp318"
"748","Zfp319"
"749","Zfp322a"
"750","Zfp324"
"751","Zfp326"
"752","Zfp329"
"753","Zfp334"
"754","Zfp335"
"755","Zfp341"
"756","Zfp346"
"757","Zfp354a"
"758","Zfp354b"
"759","Zfp354c"
"760","Zfp358"
"761","Zfp362"
"762","Zfp367"
"763","Zfp369"
"764","Zfp37"
"765","Zfp382"
"766","Zfp383"
"767","Zfp384"
"768","Zfp385a"
"769","Zfp385b"
"770","Zfp39"
"771","Zfp395"
"772","Zfp397"
"773","Zfp398"
"774","Zfp407"
"775","Zfp408"
"776","Zfp41"
"777","Zfp410"
"778","Zfp414"
"779","Zfp420"
"780","Zfp422"
"781","Zfp423"
"782","Zfp426"
"783","Zfp428"
"784","Zfp429"
"785","Zfp438"
"786","Zfp444"
"787","Zfp445"
"788","Zfp446"
"789","Zfp449"
"790","Zfp451"
"791","Zfp454"
"792","Zfp455"
"793","Zfp456"
"794","Zfp458"
"795","Zfp46"
"796","Zfp462"
"797","Zfp467"
"798","Zfp473"
"799","Zfp488"
"800","Zfp493"
"801","Zfp503"
"802","Zfp507"
"803","Zfp511"
"804","Zfp512"
"805","Zfp513"
"806","Zfp516"
"807","Zfp518a"
"808","Zfp518b"
"809","Zfp521"
"810","Zfp523"
"811","Zfp524"
"812","Zfp526"
"813","Zfp532"
"814","Zfp534"
"815","Zfp536"
"816","Zfp551"
"817","Zfp553"
"818","Zfp558"
"819","Zfp560"
"820","Zfp566"
"821","Zfp57"
"822","Zfp574"
"823","Zfp575"
"824","Zfp579"
"825","Zfp58"
"826","Zfp580"
"827","Zfp583"
"828","Zfp59"
"829","Zfp592"
"830","Zfp595"
"831","Zfp597"
"832","Zfp598"
"833","Zfp60"
"834","Zfp605"
"835","Zfp606"
"836","Zfp608"
"837","Zfp609"
"838","Zfp61"
"839","Zfp612"
"840","Zfp618"
"841","Zfp619"
"842","Zfp62"
"843","Zfp623"
"844","Zfp626"
"845","Zfp628"
"846","Zfp629"
"847","Zfp637"
"848","Zfp639"
"849","Zfp64"
"850","Zfp641"
"851","Zfp644"
"852","Zfp646"
"853","Zfp647"
"854","Zfp65"
"855","Zfp651"
"856","Zfp652"
"857","Zfp653"
"858","Zfp654"
"859","Zfp655"
"860","Zfp661"
"861","Zfp664"
"862","Zfp667"
"863","Zfp668"
"864","Zfp672"
"865","Zfp687"
"866","Zfp688"
"867","Zfp689"
"868","Zfp69"
"869","Zfp691"
"870","Zfp692"
"871","Zfp697"
"872","Zfp7"
"873","Zfp703"
"874","Zfp704"
"875","Zfp706"
"876","Zfp708"
"877","Zfp711"
"878","Zfp729a"
"879","Zfp729b"
"880","Zfp738"
"881","Zfp74"
"882","Zfp740"
"883","Zfp746"
"884","Zfp748"
"885","Zfp759"
"886","Zfp760"
"887","Zfp763"
"888","Zfp764"
"889","Zfp768"
"890","Zfp770"
"891","Zfp771"
"892","Zfp772"
"893","Zfp773"
"894","Zfp777"
"895","Zfp780b"
"896","Zfp784"
"897","Zfp787"
"898","Zfp791"
"899","Zfp800"
"900","Zfp82"
"901","Zfp820"
"902","Zfp821"
"903","Zfp827"
"904","Zfp830"
"905","Zfp84"
"906","Zfp85"
"907","Zfp850"
"908","Zfp865"
"909","Zfp87"
"910","Zfp872"
"911","Zfp874a"
"912","Zfp874b"
"913","Zfp879"
"914","Zfp882"
"915","Zfp9"
"916","Zfp90"
"917","Zfp91"
"918","Zfp93"
"919","Zfp94"
"920","Zfp942"
"921","Zfp943"
"922","Zfp944"
"923","Zfp945"
"924","Zfp946"
"925","Zfp947"
"926","Zfp954"
"927","Zfp956"
"928","Zfpm1"
"929","Zfpm2"
"930","Zfx"
"931","Zgpat"
"932","Zhx1"
"933","Zhx2"
"934","Zhx3"
"935","Zik1"
"936","Zkscan1"
"937","Zkscan14"
"938","Zkscan17"
"939","Zkscan2"
"940","Zkscan3"
"941","Zkscan4"
"942","Zkscan5"
"943","Zkscan6"
"944","Zkscan7"
"945","Zkscan8"
"946","Zmat1"
"947","Zmat4"
"948","Zscan10"
"949","Zscan12"
"950","Zscan18"
"951","Zscan2"
"952","Zscan20"
"953","Zscan21"
"954","Zscan22"
"955","Zscan25"
"956","Zscan26"
"957","Zscan29"
"958","Zxdc"
"959","Zzz3"
